1037,"[['電動', '機車'], ['光陽'], ['電動車'], ['經濟部', '工業局'], ['綠能'], ['Ionex'], ['KYMCOionex'], ['潔淨', '能源']]"
1038,"[['Watercolour', ' ', 'World'], ['水彩', '畫'], ['歷史', '教學'], ['地理', '教學'], ['教學', '素材'], ['資料', '庫']]"
1039,"[['4', '-', 'H', ' ', 'Club'], ['四健會'], ['農業', '教育'], ['白', '仁德'], ['大白兔'], ['洋蔥'], ['國際', '農村', '青年', '交流', '計畫']]"
104,"[['冥王星', '任務'], ['艾倫', '?', '史登'], ['Alan', ' ', 'Stern'], ['新視', '野號'], ['NASA']]"
1040,"[['國際', '海洋', '垃圾', '研討會'], ['回收', '綠報', '報'], ['環保署'], ['海洋', '垃圾'], ['回收']]"
1041,"[['用戶', '運營'], ['內容', '生產'], ['集客式', '行銷'], ['Outbound', ' ', 'Marketing'], ['大眾', '傳播'], ['奢侈品'], ['產品', '廣告化'], ['品牌', '價值觀'], ['SaaS', '服務']]"
1042,"[['解密', '突出', '部之役'], ['軍事史'], ['阿登', '戰場'], ['希特勒'], ['Antony', ' ', 'Beevor'], ['情報', '失靈'], ['艾森豪'], ['巴頓'], ['比利時'], ['納粹']]"
1043,"[['解密', '突出', '部之役'], ['軍事史'], ['阿登', '戰場'], ['希特勒'], ['Antony', ' ', 'Beevor'], ['比利時'], ['馬', '爾', '梅迪', '屠殺'], ['納粹'], ['香涅屠殺'], ['戰爭', '罪行'], ['艾森豪'], ['邱吉爾'], ['戰俘']]"
1044,"[['金馬', '奇幻', '影展'], ['波希米亞', '狂想曲'], ['Freddie', ' ', 'Mercury'], ['洛基', '恐怖', '秀'], ['跟', '著', '唱', '翻天'], ['酷兒', '文化'], ['Live', ' ', 'Aid'], ['皇后', '合唱', '團'], ['Queen']]"
1045,"[['記者節'], ['新聞業'], ['David', ' ', 'Perlman'], ['新聞', '使命'], ['新聞', '不', '死', '，', '只是', '很喘'], ['黃哲斌']]"
1046,"[['新聞業'], ['敘事', '方法'], ['發行', '通路'], ['品牌', '認同'], ['經營', '模式'], ['Axel', ' ', 'Springer'], ['數位', '轉型'], ['新媒體'], ['新聞', '不', '死', '，', '只是', '很喘'], ['黃', '哲斌']]"
1047,"[['蒙古', '帝國', '的', '漫長', '遺緒'], ['後', '蒙古', '時代', '與', '世界史', '的', '重新', '構圖'], ['杉山', '正明'], ['興亡', '的', '世界史'], ['講談社'], ['歐亞大陸'], ['蔡偉傑'], ['成吉思汗'], ['帖木兒'], ['駙馬爺'], ['遊', '牧民', '國家']]"
1048,"[['4P', '法則'], ['內向'], ['內向者'], ['個性'], ['戒', '了', '吧', '！', '低品', '質勤奮'], ['陳慕妤']]"
1049,"[['Rax', ' ', 'Ho'], ['皇家', '禮炮', '23', '年'], ['皇家', '禮炮'], ['瓷器'], ['餐酒'], ['蘇格蘭', '威士忌'], ['Royal', ' ', 'Salute'], ['品牌', '大使'], ['威士忌'], ['和', '之安'], ['台灣', '風味'], ['黑生', '起司'], ['酒器'], ['未滿', '十八', '歲', '請', '勿', '飲酒'], ['台灣', '限定'], ['插畫'], ['品飲'], ['RS23Interview'], ['陳', '如薇', 'Vii'], ['劉經瑋']]"
105,"[['教改'], ['社會', '不', '平等'], ['升學', '制度'], ['家庭', '資源'], ['繁星', '計畫'], ['城鄉', '差距'], ['弱勢', '學生'], ['中產階級'], ['多元', '入學']]"
1050,"[['戒', '了', '吧', '！', '低品', '質勤奮'], ['陳慕妤'], ['社交', '焦慮'], ['創傷性', '回憶'], ['預期性', '焦慮'], ['偏見性', '認知']]"
1051,"[['金馬', '奇幻', '十週', '年'], ['聯名', '商品'], ['安哲'], ['月球', '之旅'], ['滿場', '慶'], ['冷場', '慶'], ['紀念品']]"
1052,"[['Uber'], ['計程車'], ['抗議'], ['103', '-', '1', '條款'], ['產業', '升級'], ['Uber', '條款'], ['租賃車'], ['小黃'], ['保護', '主義'], ['交通部']]"
1053,"[['用戶', '運營'], ['SaaS'], ['軟體', '即', '服務'], ['企業', '工具'], ['互聯網'], ['決策', '鏈'], ['資訊', '認知度'], ['內容', '行銷', '評估']]"
1054,"[['conserve'], ['PRESERVE'], ['reserve'], ['保護'], ['保留'], ['預約'], ['保護區'], ['果醬']]"
1055,"[['沾', '黏'], ['骨盆腔', '手術'], ['腹腔', '手術'], ['術', '後', '沾', '黏'], ['不孕']]"
1056,"[['回收', '生活', '報報'], ['回收', '綠報', '報'], ['廢機動', '車輛', '回收'], ['環保'], ['陳', '金章'], ['樊國', '恕'], ['資源', '回收', '再', '利用'], ['獨立', '氣動泵浦'], ['SEDA', '油箱', '鑽孔機', 'TankDrillingMachine']]"
1057,"[['能源', '配比'], ['綠能'], ['核能'], ['核電'], ['以', '核養', '綠'], ['空', '汙'], ['以', '核', '減煤'], ['核能', '減煤'], ['再生能源'], ['環境', '生態', '小學堂']]"
1058,"[['我們', '與', '惡', '的', '距離'], ['鄭捷'], ['小燈泡'], ['殺人'], ['死刑'], ['還願'], ['共犯'], ['隨機', '殺', '人'], ['廢死']]"
1059,"[['理膚', '寶水'], ['多容安'], ['神經胜', '?'], ['敏感'], ['皮膚'], ['過敏'], ['乾癢'], ['換季'], ['空污'], ['曾德朋'], ['LRPint2018'], ['醫師'], ['皮膚科']]"
106,"[['中華', '三菱'], ['九份'], ['山經'], ['地方', '創生'], ['環保天燈'], ['旅宿'], ['文創'], ['青春', '還鄉'], ['平溪'], ['邵璦婷']]"
1060,"[['韓國瑜'], ['總統'], ['初選'], ['黨', '主席'], ['黨員'], ['國民黨'], ['國共論壇'], ['落跑']]"
1061,"[['新疆'], ['維吾爾人'], ['烏魯木齊'], ['陳全國'], ['張春賢'], ['維穩'], ['恐怖', '攻擊'], ['以巴衝突'], ['中國', '異言小學堂']]"
1062,"[['2019', '以色列', '大選'], ['納坦雅', '胡'], ['聯合黨'], ['甘茨'], ['拉皮', '德'], ['藍白', '聯盟'], ['民族', '主義'], ['法西斯', '主義']]"
1063,"[['貓', '咖啡', '廳'], ['吸貓'], ['貓', '舞台'], ['人貓', '互動'], ['展演', '動物']]"
1064,"[['中國', '食物'], ['飲食', '哲學'], ['食譜'], ['農書'], ['河豚'], ['江瑤柱'], ['鰣魚'], ['食物', '傳播'], ['中國城']]"
1065,"[['里拉', '修道院'], ['保加利亞'], ['博雅納', '教堂'], ['共產', '社會'], ['油', '玫瑰'], ['索菲亞'], ['遊記'], ['東歐'], ['觀光']]"
1066,"[['地方', '創生'], ['非', '旅行', '業者'], ['旅行', '業業務'], ['社區'], ['生態', '旅行'], ['地方', '創生', '國家', '戰略'], ['行政院'], ['國發會'], ['地下', '經濟']]"
1067,"[['英國', '脫歐'], ['英國'], ['歐盟'], ['大學'], ['高等教育'], ['留學']]"
1068,"[['參訪', '29', '位藏', '密大', '上師', '的', '歷史', '現場'], ['活佛', '老師問'], ['巴麥', '欽哲', '仁波切'], ['黃英傑'], ['佛法'], ['金剛', '乘'], ['藏傳', '佛教'], ['密宗'], ['梭巴', '仁波切'], ['禪修'], ['聲聞', '乘'], ['波羅蜜', '多', '乘'], ['菩提', '心']]"
1069,"[['回收', '生活', '報報'], ['回收', '綠報', '報'], ['回收'], ['液晶面板'], ['奈米', '孔洞', '吸附', '材料'], ['廢', '液晶面板'], ['工研院'], ['再', '利用'], ['環境']]"
107,"[['你', '和', '我', '之間'], ['孤單'], ['金惠男'], ['職場'], ['同事'], ['朋友'], ['隱私']]"
1070,"[['中世紀', '城市', '如何', '展開', '空間', '美學', '和', '歷史'], ['陣內秀信'], ['興亡', '的', '世界史'], ['講談社'], ['威尼斯'], ['阿瑪菲'], ['比薩'], ['熱那亞'], ['王維潔'], ['場所', '精神'], ['義大利'], ['海洋', '國家'], ['義大利', '?', '海洋', '城市', '的', '精神']]"
1071,"[['圖解', 'MLB'], ['曾文誠'], ['曹玉', '?'], ['美國', '職棒', '大聯盟'], ['MLB'], ['棒球'], ['球員', '工會'], ['平均', '薪資'], ['禁藥']]"
1072,"[['台灣', '大車隊'], ['twtaxi55688'], ['生活', '大管家'], ['居家', '清潔']]"
1073,"[['美、中開戰', '的', '起點'], ['彼得', '?', '納瓦羅'], ['Peter', ' ', 'Navarro'], ['自由', '航行'], ['領海'], ['公海'], ['國際法'], ['聯合國', '海洋法', '公約']]"
1074,"[['焦點', '院線'], ['我們'], ['US'], ['天外', '魔花'], ['Body', ' ', 'Snatchers'], ['派特森'], ['鬼店'], ['希區', '考克'], ['恐怖片'], ['靈異', '第六感'], ['宿怨']]"
1075,"[['LINE', ' ', 'Beacon'], ['台灣', '大車隊'], ['twtaxi55688'], ['Line', '購物']]"
1076,"[['圖解', 'MLB'], ['曾文誠'], ['曹玉', '?'], ['美國', '職棒', '大聯盟'], ['美國', '聯盟'], ['國家', '聯盟'], ['指定', '打擊'], ['DH'], ['棒球'], ['MLB']]"
1077,"[['美、中開戰', '的', '起點'], ['彼得', '?', '納瓦羅'], ['Peter', ' ', 'Navarro'], ['貿易'], ['關稅'], ['經濟', '合作'], ['世界', '貿易', '組織']]"
1078,"[['關鍵', '報告'], ['跨境'], ['大數據'], ['物聯網'], ['科幻', '電影'], ['中信', '國際', '電訊'], ['IT'], ['商業', '發展'], ['創新', '科技'], ['雲端'], ['基礎', '建設'], ['CPCwebinar']]"
1079,"[['設計'], ['美國'], ['設計師'], ['排版'], ['平面', '設計'], ['Lester', ' ', 'Beall'], ['超現實', '主義'], ['海報']]"
108,"[['你', '和', '我', '之間'], ['孤單'], ['金惠男'], ['人際', '關係'], ['時間']]"
1080,"[['活佛', '老師問'], ['參訪', '29', '位藏', '密大', '上師', '的', '歷史', '現場'], ['巴麥', '欽哲', '仁波切'], ['黃', '英傑'], ['佛法'], ['金剛', '乘'], ['藏傳', '佛教'], ['占卜'], ['本尊'], ['苯波'], ['密宗'], ['上師'], ['賈西祖古', '仁波切']]"
1081,"[['世代', '隔閡'], ['世代交替'], ['家庭'], ['夢想'], ['勇氣'], ['CATCHPLAY', ' ', 'ON', ' ', 'DEMAND'], ['VOD'], ['正', '能量'], ['可可', '夜總會'], ['安妮', '獎'], ['奧斯卡'], ['動畫']]"
1082,"[['FILMART'], ['香港', '國際', '影視展'], ['華語', '電影'], ['影視', '作品'], ['Netflix'], ['Amazon'], ['國際橋', '牌社'], ['民主']]"
1083,"[['俄羅斯'], ['羅', '金義'], ['俄白', '聯盟'], ['盧卡', '申科'], ['石油'], ['格魯吉亞'], ['Belarus'], ['普亭'], ['白俄羅斯']]"
1084,"[['心理', '學'], ['Team', ' ', 'Building'], ['棉花', '糖', '挑戰'], ['團隊'], ['Tom', ' ', 'Wujec'], ['Mashmellow', ' ', 'Challenge'], ['團隊', '合作']]"
1085,"[['令和'], ['日本'], ['年號'], ['明仁', '天皇'], ['皇太子', '德仁'], ['天皇'], ['萬葉集']]"
1086,"[['回收', '生活', '報報'], ['回收', '綠報', '報'], ['液晶面板'], ['回收'], ['工研院'], ['環境'], ['再', '利用'], ['LCD'], ['全球', '百大', '科技', '研發獎'], ['R', '&', 'D', ' ', '100', ' ', 'Awards']]"
1087,"[['台灣', '人'], ['韓國瑜'], ['高雄市', '長'], ['韓國瑜', '現象'], ['韓國瑜', '訪中'], ['一國', '兩制'], ['九二', '共識'], ['賣台'], ['親中', '賣台'], ['李登輝'], ['人權'], ['民主']]"
1088,"[['強風', '吹拂'], ['跑步'], ['假面', '飯店'], ['三浦', '紫苑'], ['箱根', '驛傳'], ['風', 'が', '強', 'く', '吹', 'い', 'て', 'い', 'る'], ['跑者'], ['跑', '手'], ['動畫']]"
1089,"[['飲食'], ['日本'], ['文化', '差異'], ['感冒'], ['生冷'], ['熱氣'], ['生活', '習慣'], ['生病'], ['戒口'], ['溫水']]"
109,"[['引路', '者'], ['山崎', '亮'], ['社區', '設計'], ['羅', '斯金'], ['湯恩比'], ['睦鄰', '運動'], ['社會', '福利'], ['工業', '革命'], ['慈善', '組織', '協會'], ['濟', '貧院'], ['查爾', '默斯'], ['友愛訪問'], ['studio', '-', 'L']]"
1090,"[['劉曼卿'], ['西藏'], ['國民', '政府'], ['康藏', '軺', '征'], ['康藏', '軺', '征續記'], ['十三', '世達賴', '喇嘛'], ['拉薩'], ['龍廈']]"
1091,"[['思科'], ['思科', '台灣'], ['雲端'], ['雲端', '資安'], ['資安'], ['物聯網'], ['勒索', '軟體'], ['駭客'], ['資', '安防', '禦'], ['大數據'], ['Cisco'], ['線上', '研討會']]"
1092,"[['親子', '關係'], ['安親', '班'], ['補習', '班'], ['童年'], ['搗蛋'], ['學才藝']]"
1093,"[['高齡', '社會'], ['時間', '銀行'], ['照顧', '服務'], ['志願', '服務'], ['社會', '投資'], ['社會', '安全', '網'], ['台中市']]"
1094,"[['回收', '生活', '報報'], ['回收', '綠報', '報'], ['資源', '回收'], ['回收'], ['廢紙', '容器'], ['連泰', '公司']]"
1095,"[['台灣菜'], ['外國人'], ['熱炒'], ['包', '餃子'], ['下酒菜'], ['滷', '肉'], ['英國菜'], ['涼拌'], ['食譜']]"
1096,"[['媒體'], ['catchplay'], ['社群', '網路強', '制法'], ['我們', '與', '惡', '的', '距離'], ['假新聞'], ['公視'], ['CATCHPLAY', ' ', 'ON', ' ', 'DEMAND', '線上', '影音']]"
1097,"[['台灣', '大車隊'], ['twtaxi55688']]"
1098,"[['陳明通'], ['拼經濟'], ['低收入', '人口', '數'], ['房價'], ['中國', '因素'], ['馬英九'], ['工作', '收入'], ['基本', '工資'], ['22k'], ['物價', '上漲'], ['韓國瑜'], ['陸委會']]"
1099,"[['劉曼卿'], ['西藏'], ['康藏', '軺', '征'], ['西康'], ['達賴', '喇嘛'], ['班禪'], ['回族'], ['藏族']]"
11,"[['顏宏叡'], ['牛排', '刀'], ['Deglon', ' ', 'Meeting'], ['Deglon'], ['生活', '風格'], ['美食家']]"
110,"[['微軟', '技術', '捷運'], ['Microsoft'], ['人工智慧'], ['TechMRT'], ['5G'], ['IOT'], ['物聯網'], ['課程']]"
1100,"[['資安'], ['開放', '政府'], ['資訊'], ['個資'], ['網路']]"
1101,"[['台灣', '大車隊'], ['twtaxi55688'], ['酒後代駕']]"
1102,"[['南島', '外交'], ['蔡英文'], ['海洋', '民主', '之旅'], ['馬紹爾', '群島'], ['希爾達', '海妮'], ['太平洋', '婦女', '領袖', '聯盟會議'], ['女力', '外交'], ['小額', '貸款', '循環', '基金'], ['太平洋', '群島']]"
1103,"[['英國'], ['小學'], ['學校'], ['學習'], ['獨立']]"
1104,"[['回收', '生活', '報報'], ['回收', '綠報', '報'], ['元宵', '節'], ['燈籠'], ['電池', '回收'], ['資源', '回收']]"
1105,"[['714'], ['715'], ['帕梅', '朗斯'], ['漢克', '阿倫'], ['艾狄胥'], ['魯斯', '－', '阿倫數', '對'], ['數學'], ['質數'], ['Ruth', '-', 'Aaron', ' ', 'pair'], ['貝比魯斯']]"
1106,"[['回收', '生活', '報報'], ['回收', '綠報', '報'], ['元宵', '節'], ['燈籠'], ['電池', '回收'], ['台灣', '燈會'], ['嘉義燈', '會']]"
1107,"[['自閉', '症'], ['精神疾病'], ['小兒', '自閉', '症'], ['精神', '醫學'], ['行為', '治療'], ['特殊教育'], ['發展', '障礙'], ['自閉', '症', '基金', '會'], ['療育', '課程'], ['家庭', '教養'], ['家庭教育']]"
1108,"[['翻轉', '災難'], ['Robert', ' ', 'Muir', '-', 'Wood'], ['混擬', '土'], ['風險'], ['建築物', '倒塌'], ['地震']]"
1109,"[['翻轉', '災難'], ['Robert', ' ', 'Muir', '-', 'Wood'], ['地震'], ['海嘯'], ['斷層'], ['震央']]"
111,"[['多麗絲', '．', '萊辛'], ['女性', '經驗'], ['第五', '個', '孩子'], ['母愛'], ['情感', '匱乏']]"
1110,"[['不', '注意', '視盲'], ['注意力'], ['知覺', '負荷'], ['察言', '觀色'], ['觀眾', '抑制', '效應'], ['好好', '拜', '託'], ['Heidi', ' ', 'Grant']]"
1111,"[['回收', '綠報', '報'], ['回收', '生活', '報報'], ['台南'], ['藏金閣'], ['新竹', '康樂里'], ['太平山', '莊'], ['宜蘭']]"
1112,"[['輕率', '歸納'], ['歸納論證', '錯誤'], ['訴諸不當', '權威'], ['訴諸無知'], ['邏輯', '決定', '你', '是', '誰'], ['虛假', '原因'], ['不當類', '比'], ['姜萬蓉'], ['謬誤']]"
1113,"[['基因', '編輯'], ['基因', '治療'], ['遺傳', '疾病'], ['上帝', '的', '手術', '刀'], ['王立銘'], ['亨丁頓', '舞蹈', '症']]"
1114,"[['回收', '生活', '報報'], ['回收', '綠報', '報'], ['過年', '清運'], ['垃圾'], ['年節']]"
1115,"[['邏輯', '決定', '你', '是', '誰'], ['姜萬蓉'], ['批判性', '思考'], ['獨立', '思考']]"
1116,"[['基因', '編輯'], ['CRISPR'], ['倫理'], ['道德', '紅線'], ['王立銘'], ['上帝', '的', '手術', '刀']]"
1117,"[['高雄市'], ['防洪', '滯洪池'], ['生態', '工程'], ['濕地', '生態'], ['踏青'], ['咕', '咾', '石'], ['岡山'], ['三民', '區'], ['海綿', '城市']]"
1118,"[['關鍵', '課題'], ['收集', '情報'], ['問問題'], ['諮', '商師', '型詢', '問法'], ['記者', '型詢', '問法'], ['提問', '矩陣'], ['重要', '資訊'], ['關鍵', '課題', '思考'], ['清水', '久', '三子']]"
1119,"[['get', ' ', 'the', ' ', 'ball', ' ', 'rolling'], ['back', ' ', 'to', ' ', 'the', ' ', 'grind'], ['tie', ' ', 'up', ' ', 'loose', ' ', 'ends'], ['hit', ' ', 'the', ' ', 'ground', ' ', 'running'], ['cut', '-', 'and', '-', 'dried'], ['pass', ' ', 'the', ' ', 'buck'], ['a', ' ', 'done', ' ', 'deal']]"
112,"[['醫生', '好', '忙'], ['蓋瑞', '醫師'], ['導尿管'], ['導尿'], ['尿道口']]"
1120,"[['Sony'], ['電視'], ['JEEK', '’', 'S', ' ', 'FOODMAZE', '吉克廚', '男日記'], ['影像'], ['Sony', ' ', 'BRAVIA', ' ', 'A1'], ['料理'], ['食物'], ['擺盤'], ['SonyBRAVIAA1'], ['安東尼波', '登']]"
1121,"[['肺炎'], ['黴漿', '菌'], ['細菌', '性肺炎'], ['非典型', '肺炎'], ['會', '走路', '的', '肺炎']]"
1122,"[['愛情'], ['出軌'], ['分手'], ['說詞'], ['外遇'], ['第三者']]"
1123,"[['回鍋油'], ['雞肉'], ['食安'], ['雞排']]"
1124,"[['Christian', ' ', 'Rizzo'], ['台法', '文化', '獎'], ['TIFA'], ['台灣國際', '藝術節'], ['舞蹈'], ['克里斯', '汀', '．', '赫佐'], ['家'], ['une', ' ', 'maison']]"
1125,"[['台灣', '大車隊'], ['twtaxi55688']]"
1126,"[['鄭南榕'], ['言論', '自由', '日'], ['失敗', '主義']]"
1127,"[['鄭南榕'], ['言論', '自由', '日'], ['反媒體', '壟斷', '運動'], ['白衫', '軍運動'], ['太陽花', '學運'], ['反課', '綱微調'], ['公投'], ['和平', '協議']]"
1128,"[['回收', '生活', '報報'], ['回收', '綠報', '報'], ['全國', '繳費網'], ['責任業者']]"
1129,"[['臺', '灣戲曲', '藝術節'], ['實驗', '戲曲'], ['費特兒'], ['希臘', '神話'], ['國光', '劇團'], ['趙', '雪君'], ['2019', '臺', '灣戲曲', '藝術節'], ['新加坡', '湘靈', '音樂社'], ['朱勝麗'], ['南', '管']]"
113,"[['丹之寶藝', '廊'], ['呂若潔'], ['Asha', ' ', 'Kama'], ['行雲鎏光'], ['當代藝術'], ['不丹'], ['藝術'], ['佛教']]"
1130,"[['韓粉'], ['韓國瑜'], ['草包'], ['反智'], ['陳', '水扁'], ['國民黨'], ['馬', '英九'], ['新黨'], ['藍營'], ['Ann', ' ', 'Swidler'], ['外省人'], ['鐘擺效', '應']]"
1131,"[['回收', '生活', '報報'], ['回收', '綠報', '報'], ['過年'], ['回收'], ['小撇步'], ['DIY']]"
